Flights.flno  Flights.from  Flights.to  Flights.distance  Flights.departs  Flights.arrives  Schedule.flno  Schedule.aid  
817	Luceria	Ganmoro	3298	1615695780	1615995780	817	7477	
824	Kazarus	Ganmoro	1320	1615695780	1615995780	824	1517	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	9259	
864	Saintos	Oregano	2897	1615695780	1615995780	864	9438	
866	Baijung	Jjulema	897	1615695780	1615995780	866	8865	
866	Baijung	Jjulema	897	1615695780	1615995780	866	863	
870	Kazarus	Oregano	946	1615695780	1615995780	870	1340	
851	Hantoil	Kimera	8949	1615695780	1615995780	851	5380	
870	Kazarus	Oregano	946	1615695780	1615995780	870	9621	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	852	
835	Baijung	Hussain	4185	1615695780	1615995780	835	7078	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	1337	
853	Saintos	Hussain	4162	1615695780	1615995780	853	859	
858	Saintos	Goligma	4539	1615695780	1615995780	858	5333	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	9040	
863	Hantoil	Hussain	5468	1615695780	1615995780	863	6815	
866	Baijung	Jjulema	897	1615695780	1615995780	866	9333	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	887	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	8615	
868	Montina	FanChoi	9825	1615695780	1615995780	868	1191	
869	Baijung	Kimera	5839	1615695780	1615995780	869	2615	
845	Xanxara	Ganmoro	9558	1615695780	1615995780	845	5280	
868	Montina	FanChoi	9825	1615695780	1615995780	868	2385	
868	Montina	FanChoi	9825	1615695780	1615995780	868	2264	
839	Kazarus	Oregano	4516	1615695780	1615995780	839	5979	
849	Saintos	Hussain	3173	1615695780	1615995780	849	2485	
860	Hantoil	Jjulema	6020	1615695780	1615995780	860	8874	
868	Montina	FanChoi	9825	1615695780	1615995780	868	9093	
873	Kazarus	Oregano	7790	1615695780	1615995780	873	4338	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	5510	
840	Hantoil	Hussain	7589	1615695780	1615995780	840	2518	
842	Hantoil	Goligma	3183	1615695780	1615995780	842	1102	
858	Saintos	Goligma	4539	1615695780	1615995780	858	1702	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	4883	
815	Kazarus	Hussain	9162	1615695780	1615995780	815	7143	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	5038	
855	Montina	FanChoi	4280	1615695780	1615995780	855	6619	
858	Saintos	Goligma	4539	1615695780	1615995780	858	8186	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	5458	
870	Kazarus	Oregano	946	1615695780	1615995780	870	6221	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	7161	
834	Luceria	Ganmoro	5208	1615695780	1615995780	834	2405	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	4178	
852	Luceria	Ganmoro	2020	1615695780	1615995780	852	4638	
861	Baijung	Kimera	6589	1615695780	1615995780	861	3068	
873	Kazarus	Oregano	7790	1615695780	1615995780	873	5121	
861	Baijung	Kimera	6589	1615695780	1615995780	861	150	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	2611	
851	Hantoil	Kimera	8949	1615695780	1615995780	851	7418	
863	Hantoil	Hussain	5468	1615695780	1615995780	863	298	
867	Hantoil	Goligma	2924	1615695780	1615995780	867	2183	
870	Kazarus	Oregano	946	1615695780	1615995780	870	5551	
873	Kazarus	Oregano	7790	1615695780	1615995780	873	244	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	6793	
821	Saintos	FanChoi	8203	1615695780	1615995780	821	4956	
857	Xanxara	Oregano	1470	1615695780	1615995780	857	3115	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	6088	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	1202	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	4623	
853	Saintos	Hussain	4162	1615695780	1615995780	853	7958	
860	Hantoil	Jjulema	6020	1615695780	1615995780	860	7218	
845	Xanxara	Ganmoro	9558	1615695780	1615995780	845	9944	
868	Montina	FanChoi	9825	1615695780	1615995780	868	9590	
858	Saintos	Goligma	4539	1615695780	1615995780	858	9476	
870	Kazarus	Oregano	946	1615695780	1615995780	870	1894	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	4014	
825	Xanxara	Hussain	1456	1615695780	1615995780	825	8890	
848	Montina	Kimera	6247	1615695780	1615995780	848	9182	
861	Baijung	Kimera	6589	1615695780	1615995780	861	5605	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	6936	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	5587	
874	Kazarus	Jjulema	2062	1615695780	1615995780	874	3250	
878	Xanxara	FanChoi	9198	1615695780	1615995780	878	5452	
881	Saintos	Jjulema	4026	1615695780	1615995780	881	2573	
883	Montina	Ganmoro	6689	1615695780	1615995780	883	7352	
888	Montina	Oregano	8944	1615695780	1615995780	888	2121	
894	Kazarus	Oregano	1982	1615695780	1615995780	894	6171	
896	Xanxara	Oregano	601	1615695780	1615995780	896	1793	
904	Montina	FanChoi	8503	1615695780	1615995780	904	2934	
905	Montina	Jjulema	1895	1615695780	1615995780	905	8468	
905	Montina	Jjulema	1895	1615695780	1615995780	905	5728	
905	Montina	Jjulema	1895	1615695780	1615995780	905	7691	
907	Kazarus	Jjulema	4756	1615695780	1615995780	907	4972	
907	Kazarus	Jjulema	4756	1615695780	1615995780	907	5973	
908	Kazarus	Hussain	6707	1615695780	1615995780	908	959	
908	Kazarus	Hussain	6707	1615695780	1615995780	908	6084	
909	Luceria	FanChoi	8930	1615695780	1615995780	909	9385	
910	Montina	Ganmoro	2542	1615695780	1615995780	910	2939	
913	Baijung	Kimera	3695	1615695780	1615995780	913	904	
914	Luceria	Ganmoro	1286	1615695780	1615995780	914	9683	
914	Luceria	Ganmoro	1286	1615695780	1615995780	914	4667	
914	Luceria	Ganmoro	1286	1615695780	1615995780	914	1244	
914	Luceria	Ganmoro	1286	1615695780	1615995780	914	8094	
915	Kazarus	Goligma	3962	1615695780	1615995780	915	6757	
919	Baijung	Hussain	5568	1615695780	1615995780	919	4022	
919	Baijung	Hussain	5568	1615695780	1615995780	919	5554	
923	Kazarus	Jjulema	7789	1615695780	1615995780	923	8209	
926	Saintos	Kimera	4650	1615695780	1615995780	926	3223	
926	Saintos	Kimera	4650	1615695780	1615995780	926	8963	
926	Saintos	Kimera	4650	1615695780	1615995780	926	1052	
928	Hantoil	Jjulema	1729	1615695780	1615995780	928	9227	
928	Hantoil	Jjulema	1729	1615695780	1615995780	928	1644	
929	Luceria	Kimera	4599	1615695780	1615995780	929	6238	
930	Hantoil	Oregano	8421	1615695780	1615995780	930	8001	
930	Hantoil	Oregano	8421	1615695780	1615995780	930	4254	
930	Hantoil	Oregano	8421	1615695780	1615995780	930	4561	
930	Hantoil	Oregano	8421	1615695780	1615995780	930	1756	
931	Saintos	Hussain	3108	1615695780	1615995780	931	4276	
932	Xanxara	Hussain	6599	1615695780	1615995780	932	8196	
933	Montina	Ganmoro	3145	1615695780	1615995780	933	2362	
933	Montina	Ganmoro	3145	1615695780	1615995780	933	5474	
934	Kazarus	FanChoi	5962	1615695780	1615995780	934	9360	
934	Kazarus	FanChoi	5962	1615695780	1615995780	934	9127	
934	Kazarus	FanChoi	5962	1615695780	1615995780	934	993	
935	Montina	Goligma	2650	1615695780	1615995780	935	8210	
936	Montina	Oregano	7030	1615695780	1615995780	936	2916	
937	Hantoil	FanChoi	9208	1615695780	1615995780	937	7393	
937	Hantoil	FanChoi	9208	1615695780	1615995780	937	17	
937	Hantoil	FanChoi	9208	1615695780	1615995780	937	2374	
937	Hantoil	FanChoi	9208	1615695780	1615995780	937	5597	
938	Saintos	Jjulema	2859	1615695780	1615995780	938	3286	
938	Saintos	Jjulema	2859	1615695780	1615995780	938	4673	
938	Saintos	Jjulema	2859	1615695780	1615995780	938	2351	
940	Kazarus	Kimera	4675	1615695780	1615995780	940	4652	
940	Kazarus	Kimera	4675	1615695780	1615995780	940	8345	
940	Kazarus	Kimera	4675	1615695780	1615995780	940	6862	
941	Saintos	Ganmoro	8962	1615695780	1615995780	941	8305	
942	Hantoil	Hussain	5245	1615695780	1615995780	942	346	
942	Hantoil	Hussain	5245	1615695780	1615995780	942	6608	
943	Hantoil	Oregano	5726	1615695780	1615995780	943	5901	
943	Hantoil	Oregano	5726	1615695780	1615995780	943	514	
943	Hantoil	Oregano	5726	1615695780	1615995780	943	6350	
943	Hantoil	Oregano	5726	1615695780	1615995780	943	6161	
944	Saintos	Goligma	3462	1615695780	1615995780	944	7016	
944	Saintos	Goligma	3462	1615695780	1615995780	944	9358	
945	Hantoil	Hussain	8497	1615695780	1615995780	945	5210	
945	Hantoil	Hussain	8497	1615695780	1615995780	945	5715	
945	Hantoil	Hussain	8497	1615695780	1615995780	945	6645	
945	Hantoil	Hussain	8497	1615695780	1615995780	945	4879	
945	Hantoil	Hussain	8497	1615695780	1615995780	945	4086	
946	Xanxara	Jjulema	4443	1615695780	1615995780	946	4096	
946	Xanxara	Jjulema	4443	1615695780	1615995780	946	3030	
946	Xanxara	Jjulema	4443	1615695780	1615995780	946	3868	
947	Kazarus	FanChoi	3290	1615695780	1615995780	947	8422	
947	Kazarus	FanChoi	3290	1615695780	1615995780	947	771	
