Flights.flno  Flights.from  Flights.to  Flights.distance  Flights.departs  Flights.arrives  Schedule.flno  Schedule.aid  Aircrafts.aid  Aircrafts.aname  Aircrafts.cruisingrange  
815	Kazarus	Hussain	9162	1615695780	1615995780	815	7143	7143	Flying_Flamond	14004	
817	Luceria	Ganmoro	3298	1615695780	1615995780	817	7477	7477	Dancing_Darius	12307	
821	Saintos	FanChoi	8203	1615695780	1615995780	821	4956	4956	Flying_Flamond	657	
824	Kazarus	Ganmoro	1320	1615695780	1615995780	824	1517	1517	Dancing_Darius	8759	
825	Xanxara	Hussain	1456	1615695780	1615995780	825	8890	8890	Dancing_Darius	14057	
834	Luceria	Ganmoro	5208	1615695780	1615995780	834	2405	2405	Dancing_Darius	6929	
835	Baijung	Hussain	4185	1615695780	1615995780	835	7078	7078	Dancing_Darius	3016	
839	Kazarus	Oregano	4516	1615695780	1615995780	839	5979	5979	Gary_Cheeseman	2814	
840	Hantoil	Hussain	7589	1615695780	1615995780	840	2518	2518	Flying_Flamond	19823	
842	Hantoil	Goligma	3183	1615695780	1615995780	842	1102	1102	Flying_Flamond	10376	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	2611	2611	Dancing_Darius	10038	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	4178	4178	Dancing_Darius	11016	
843	Kazarus	Oregano	3141	1615695780	1615995780	843	5038	5038	Flying_Flamond	10142	
845	Xanxara	Ganmoro	9558	1615695780	1615995780	845	5280	5280	Flying_Flamond	15191	
845	Xanxara	Ganmoro	9558	1615695780	1615995780	845	9944	9944	Gary_Cheeseman	661	
848	Montina	Kimera	6247	1615695780	1615995780	848	9182	9182	Flying_Flamond	5811	
849	Saintos	Hussain	3173	1615695780	1615995780	849	2485	2485	Gary_Cheeseman	7076	
851	Hantoil	Kimera	8949	1615695780	1615995780	851	5380	5380	Gary_Cheeseman	17214	
851	Hantoil	Kimera	8949	1615695780	1615995780	851	7418	7418	Dancing_Darius	16972	
852	Luceria	Ganmoro	2020	1615695780	1615995780	852	4638	4638	Gary_Cheeseman	11598	
853	Saintos	Hussain	4162	1615695780	1615995780	853	859	859	Dancing_Darius	7188	
853	Saintos	Hussain	4162	1615695780	1615995780	853	7958	7958	Dancing_Darius	3209	
855	Montina	FanChoi	4280	1615695780	1615995780	855	6619	6619	Dancing_Darius	8923	
857	Xanxara	Oregano	1470	1615695780	1615995780	857	3115	3115	Gary_Cheeseman	12035	
858	Saintos	Goligma	4539	1615695780	1615995780	858	1702	1702	Gary_Cheeseman	9391	
858	Saintos	Goligma	4539	1615695780	1615995780	858	5333	5333	Dancing_Darius	16839	
858	Saintos	Goligma	4539	1615695780	1615995780	858	8186	8186	Flying_Flamond	5894	
858	Saintos	Goligma	4539	1615695780	1615995780	858	9476	9476	Flying_Flamond	19111	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	887	887	Gary_Cheeseman	10829	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	9040	9040	Dancing_Darius	8372	
859	Hantoil	Ganmoro	834	1615695780	1615995780	859	9259	9259	Flying_Flamond	10088	
860	Hantoil	Jjulema	6020	1615695780	1615995780	860	7218	7218	Dancing_Darius	5263	
860	Hantoil	Jjulema	6020	1615695780	1615995780	860	8874	8874	Gary_Cheeseman	14482	
861	Baijung	Kimera	6589	1615695780	1615995780	861	150	150	Flying_Flamond	3449	
861	Baijung	Kimera	6589	1615695780	1615995780	861	3068	3068	Gary_Cheeseman	14715	
861	Baijung	Kimera	6589	1615695780	1615995780	861	5605	5605	Gary_Cheeseman	9263	
863	Hantoil	Hussain	5468	1615695780	1615995780	863	298	298	Gary_Cheeseman	18615	
863	Hantoil	Hussain	5468	1615695780	1615995780	863	6815	6815	Dancing_Darius	761	
864	Saintos	Oregano	2897	1615695780	1615995780	864	9438	9438	Flying_Flamond	14867	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	1337	1337	Flying_Flamond	3579	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	6088	6088	Dancing_Darius	18003	
865	Luceria	FanChoi	3280	1615695780	1615995780	865	8615	8615	Flying_Flamond	5314	
866	Baijung	Jjulema	897	1615695780	1615995780	866	863	863	Flying_Flamond	12816	
866	Baijung	Jjulema	897	1615695780	1615995780	866	8865	8865	Dancing_Darius	3167	
866	Baijung	Jjulema	897	1615695780	1615995780	866	9333	9333	Dancing_Darius	17929	
867	Hantoil	Goligma	2924	1615695780	1615995780	867	2183	2183	Flying_Flamond	13758	
868	Montina	FanChoi	9825	1615695780	1615995780	868	1191	1191	Dancing_Darius	19077	
868	Montina	FanChoi	9825	1615695780	1615995780	868	2264	2264	Flying_Flamond	12943	
868	Montina	FanChoi	9825	1615695780	1615995780	868	2385	2385	Flying_Flamond	5124	
868	Montina	FanChoi	9825	1615695780	1615995780	868	9093	9093	Dancing_Darius	11212	
868	Montina	FanChoi	9825	1615695780	1615995780	868	9590	9590	Gary_Cheeseman	10883	
869	Baijung	Kimera	5839	1615695780	1615995780	869	2615	2615	Flying_Flamond	10543	
870	Kazarus	Oregano	946	1615695780	1615995780	870	1340	1340	Dancing_Darius	10036	
870	Kazarus	Oregano	946	1615695780	1615995780	870	1894	1894	Flying_Flamond	12315	
870	Kazarus	Oregano	946	1615695780	1615995780	870	5551	5551	Gary_Cheeseman	888	
870	Kazarus	Oregano	946	1615695780	1615995780	870	6221	6221	Gary_Cheeseman	12904	
870	Kazarus	Oregano	946	1615695780	1615995780	870	9621	9621	Dancing_Darius	2807	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	852	852	Dancing_Darius	18979	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	4014	4014	Flying_Flamond	4521	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	4883	4883	Dancing_Darius	14583	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	5458	5458	Flying_Flamond	12513	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	5587	5587	Flying_Flamond	19901	
872	Xanxara	Jjulema	2184	1615695780	1615995780	872	6936	6936	Flying_Flamond	2246	
