Customer.gender  Cart.cartid  
0	1	
0	3	
0	5	
0	7	
0	10	
0	11	
0	13	
0	14	
0	17	
0	18	
0	19	
0	21	
0	22	
0	24	
0	25	
0	27	
0	31	
0	33	
0	34	
0	36	
0	38	
0	40	
0	41	
0	42	
0	43	
0	44	
0	45	
0	46	
0	47	
0	52	
0	53	
0	54	
0	55	
0	56	
0	57	
0	58	
0	59	
0	61	
0	64	
0	71	
0	73	
0	76	
0	82	
0	83	
0	84	
0	87	
0	88	
0	98	
0	99	
0	105	
0	109	
0	110	
0	114	
0	117	
0	120	
0	121	
0	123	
0	125	
0	130	
0	132	
0	135	
0	139	
0	140	
0	141	
0	142	
0	143	
0	144	
0	145	
0	146	
0	147	
0	149	
0	150	
0	152	
0	154	
0	155	
0	158	
0	160	
0	167	
0	168	
0	169	
0	172	
0	173	
0	174	
0	176	
0	177	
0	180	
0	182	
0	184	
0	189	
0	190	
0	191	
0	193	
0	194	
0	195	
0	197	
0	198	
0	199	
0	202	
0	203	
0	205	
0	206	
0	209	
0	210	
0	212	
0	216	
0	218	
0	221	
0	226	
0	228	
0	229	
0	230	
0	234	
0	236	
0	238	
0	240	
0	241	
0	242	
0	243	
0	244	
0	253	
0	256	
0	257	
0	259	
0	260	
0	267	
0	270	
0	272	
0	277	
0	278	
0	284	
0	285	
0	286	
0	287	
0	290	
0	291	
0	292	
0	295	
0	296	
0	297	
0	298	
0	306	
0	314	
0	315	
0	316	
0	319	
0	322	
0	323	
0	324	
0	325	
0	326	
0	332	
0	333	
0	335	
0	341	
0	342	
0	345	
0	347	
0	353	
0	354	
0	355	
0	356	
0	358	
0	359	
0	360	
0	361	
0	362	
0	364	
0	365	
0	369	
0	370	
0	375	
0	376	
0	378	
0	382	
0	384	
0	385	
0	386	
0	388	
0	390	
0	391	
0	392	
0	396	
0	397	
0	400	
0	402	
0	403	
0	404	
0	405	
0	407	
0	409	
0	412	
0	414	
0	415	
0	418	
0	419	
0	420	
0	421	
0	423	
0	426	
0	430	
0	433	
0	434	
0	435	
0	439	
0	441	
0	442	
0	443	
0	444	
0	448	
0	451	
0	454	
0	455	
0	456	
0	461	
0	462	
0	463	
0	464	
0	467	
0	468	
0	469	
0	472	
0	474	
0	476	
0	478	
0	481	
0	483	
0	485	
0	488	
0	491	
0	498	
1	0	
1	2	
1	4	
1	6	
1	8	
1	9	
1	12	
1	15	
1	16	
1	20	
1	23	
1	26	
1	28	
1	29	
1	30	
1	32	
1	35	
1	37	
1	39	
1	48	
1	49	
1	50	
1	51	
1	60	
1	62	
1	63	
1	65	
1	66	
1	67	
1	68	
1	69	
1	70	
1	72	
1	74	
1	75	
1	77	
1	78	
1	79	
1	80	
1	81	
1	85	
1	86	
1	89	
1	90	
1	91	
1	92	
1	93	
1	94	
1	95	
1	96	
1	97	
1	100	
1	101	
1	102	
1	103	
1	104	
1	106	
1	107	
1	108	
1	111	
1	112	
1	113	
1	115	
1	116	
1	118	
1	119	
1	122	
1	124	
1	126	
1	127	
1	128	
1	129	
1	131	
1	133	
1	134	
1	136	
1	137	
1	138	
1	148	
1	151	
1	153	
1	156	
1	157	
1	159	
1	161	
1	162	
1	163	
1	164	
1	165	
1	166	
1	170	
1	171	
1	175	
1	178	
1	179	
1	181	
1	183	
1	185	
1	186	
1	187	
1	188	
1	192	
1	196	
1	200	
1	201	
1	204	
1	207	
1	208	
1	211	
1	213	
1	214	
1	215	
1	217	
1	219	
1	220	
1	222	
1	223	
1	224	
1	225	
1	227	
1	231	
1	232	
1	233	
1	235	
1	237	
1	239	
1	245	
1	246	
1	247	
1	248	
1	249	
1	250	
1	251	
1	252	
1	254	
1	255	
1	258	
1	261	
1	262	
1	263	
1	264	
1	265	
1	266	
1	268	
1	269	
1	271	
1	273	
1	274	
1	275	
1	276	
1	279	
1	280	
1	281	
1	282	
1	283	
1	288	
1	289	
1	293	
1	294	
1	299	
1	300	
1	301	
1	302	
1	303	
1	304	
1	305	
1	307	
1	308	
1	309	
1	310	
1	311	
1	312	
1	313	
1	317	
1	318	
1	320	
1	321	
1	327	
1	328	
1	329	
1	330	
1	331	
1	334	
1	336	
1	337	
1	338	
1	339	
1	340	
1	343	
1	344	
1	346	
1	348	
1	349	
1	350	
1	351	
1	352	
1	357	
1	363	
1	366	
1	367	
1	368	
1	371	
1	372	
1	373	
1	374	
1	377	
1	379	
1	380	
1	381	
1	383	
1	387	
1	389	
1	393	
1	394	
1	395	
1	398	
1	399	
1	401	
1	406	
1	408	
1	410	
1	411	
1	413	
1	416	
1	417	
1	422	
1	424	
1	425	
1	427	
1	428	
1	429	
1	431	
1	432	
1	436	
1	437	
1	438	
1	440	
1	445	
1	446	
1	447	
1	449	
1	450	
1	452	
1	453	
1	457	
1	458	
1	459	
1	460	
1	465	
1	466	
1	470	
1	471	
1	473	
1	475	
1	477	
1	479	
1	480	
1	482	
1	484	
1	486	
1	487	
1	489	
1	490	
1	492	
1	493	
1	494	
1	495	
1	496	
1	497	
1	499	
