Cart.cartid  Customer.cid  Customer.gender  
401	186	0	
109	157	0	
258	160	1	
236	196	0	
489	196	0	
117	179	0	
469	169	0	
334	198	1	
123	158	1	
459	195	1	
499	187	1	
438	182	1	
52	167	1	
425	181	0	
109	157	0	
359	188	0	
278	190	0	
460	180	0	
236	196	0	
427	159	0	
316	159	0	
316	159	0	
331	195	1	
280	199	1	
139	183	0	
129	181	0	
233	186	0	
278	190	0	
56	193	1	
149	193	1	
460	180	0	
236	196	0	
117	179	0	
427	159	0	
459	195	1	
344	191	1	
176	184	0	
323	154	1	
323	154	1	
313	186	0	
233	186	0	
403	157	0	
149	193	1	
258	160	1	
122	155	1	
123	158	1	
459	195	1	
344	191	1	
203	194	0	
118	199	1	
401	186	0	
109	157	0	
403	157	0	
489	196	0	
117	179	0	
67	159	0	
316	159	0	
250	172	0	
339	152	1	
339	152	1	
64	191	1	
203	194	0	
166	183	0	
244	183	0	
233	186	0	
99	190	0	
427	159	0	
280	199	1	
499	187	1	
90	182	1	
176	184	0	
66	183	0	
139	183	0	
14	176	0	
403	157	0	
278	190	0	
67	159	0	
432	152	1	
459	195	1	
499	187	1	
438	182	1	
166	183	0	
441	176	0	
323	154	1	
233	186	0	
401	186	0	
278	190	0	
35	153	1	
432	152	1	
459	195	1	
280	199	1	
499	187	1	
241	184	0	
66	183	0	
73	165	1	
359	188	0	
56	193	1	
258	160	1	
204	169	0	
204	169	0	
250	172	0	
178	198	1	
122	155	1	
339	152	1	
123	158	1	
280	199	1	
2	182	1	
52	167	1	
403	157	0	
451	197	1	
99	190	0	
30	193	1	
250	172	0	
122	155	1	
122	155	1	
150	152	1	
146	171	1	
156	188	0	
451	197	1	
469	169	0	
67	159	0	
339	152	1	
499	187	1	
438	182	1	
323	154	1	
313	186	0	
233	186	0	
401	186	0	
278	190	0	
118	199	1	
2	182	1	
438	182	1	
441	176	0	
14	176	0	
340	197	1	
149	193	1	
489	196	0	
322	172	0	
95	198	1	
417	155	1	
321	158	1	
348	195	1	
203	194	0	
203	194	0	
352	167	1	
263	167	1	
402	154	1	
429	181	0	
291	180	0	
498	180	0	
210	179	0	
378	169	0	
372	177	1	
388	152	1	
458	184	0	
284	154	1	
284	154	1	
424	157	0	
291	180	0	
291	180	0	
210	179	0	
415	173	1	
415	173	1	
95	198	1	
255	153	1	
255	153	1	
44	153	1	
388	152	1	
202	182	1	
458	184	0	
340	197	1	
26	179	0	
210	179	0	
95	198	1	
38	198	1	
44	153	1	
372	177	1	
388	152	1	
321	158	1	
348	195	1	
265	194	0	
75	199	1	
340	197	1	
498	180	0	
95	198	1	
372	177	1	
388	152	1	
321	158	1	
298	194	0	
298	194	0	
202	182	1	
300	167	1	
284	154	1	
340	197	1	
217	180	0	
379	189	1	
268	189	1	
415	173	1	
114	187	1	
475	197	1	
340	197	1	
340	197	1	
217	180	0	
345	179	0	
200	179	0	
200	179	0	
378	169	0	
415	173	1	
322	172	0	
420	177	1	
348	195	1	
114	187	1	
114	187	1	
458	184	0	
284	154	1	
495	197	1	
475	197	1	
217	180	0	
200	179	0	
345	179	0	
44	153	1	
321	158	1	
355	165	1	
194	163	1	
405	163	1	
405	163	1	
405	163	1	
376	164	0	
248	175	1	
165	175	1	
205	161	0	
205	161	0	
362	178	1	
456	166	0	
125	166	0	
237	164	0	
125	166	0	
125	166	0	
303	175	1	
194	163	1	
194	163	1	
234	164	0	
376	164	0	
145	178	1	
303	175	1	
248	175	1	
364	163	1	
234	164	0	
456	166	0	
303	175	1	
125	166	0	
248	175	1	
248	175	1	
376	164	0	
145	178	1	
362	178	1	
69	166	0	
125	166	0	
165	175	1	
364	163	1	
69	166	0	
42	175	1	
494	163	1	
317	174	1	
394	166	0	
394	166	0	
152	175	1	
296	161	0	
207	164	0	
152	175	1	
279	164	0	
207	164	0	
