Customer.gender  Customer.cid  Cart.cartid  
0	1	62	
0	1	88	
0	1	431	
0	4	4	
0	4	264	
0	5	382	
0	7	238	
0	9	20	
0	9	132	
0	10	134	
0	10	256	
0	11	18	
0	11	177	
0	13	147	
0	13	384	
0	15	3	
0	15	485	
0	16	281	
0	16	302	
0	18	33	
0	18	82	
0	18	181	
0	18	183	
0	18	483	
0	19	315	
0	19	369	
0	24	77	
0	24	197	
0	24	214	
0	24	227	
0	24	305	
0	25	153	
0	25	271	
0	25	484	
0	26	374	
0	26	443	
0	26	465	
0	29	219	
0	29	273	
0	29	486	
0	36	162	
0	36	179	
0	38	48	
0	38	159	
0	38	160	
0	38	252	
0	38	462	
0	39	422	
0	39	472	
0	44	287	
0	48	34	
0	48	50	
0	48	61	
0	48	74	
0	48	285	
0	48	288	
0	48	446	
0	49	112	
0	49	301	
0	51	28	
0	51	232	
0	53	174	
0	53	231	
0	53	235	
0	53	307	
0	53	310	
0	54	260	
0	54	386	
0	54	399	
0	56	142	
0	56	391	
0	65	141	
0	65	294	
0	65	318	
0	65	442	
0	65	479	
0	69	89	
0	69	138	
0	69	239	
0	69	335	
0	75	49	
0	75	350	
0	75	407	
0	80	0	
0	80	15	
0	80	17	
0	80	480	
0	83	269	
0	83	361	
0	86	58	
0	86	182	
0	86	304	
0	86	488	
0	90	54	
0	90	133	
0	90	274	
0	90	358	
0	90	491	
0	92	433	
0	95	102	
0	95	121	
0	96	144	
0	96	167	
0	96	418	
0	100	216	
0	100	414	
0	105	10	
0	105	190	
0	105	270	
0	105	349	
0	105	419	
0	106	228	
0	106	375	
0	110	170	
0	110	338	
0	113	21	
0	113	100	
0	114	215	
0	115	360	
0	115	436	
0	117	126	
0	118	192	
0	118	409	
0	118	412	
0	119	136	
0	121	336	
0	121	337	
0	121	449	
0	122	57	
0	122	70	
0	122	353	
0	123	71	
0	123	85	
0	123	461	
0	126	290	
0	126	470	
0	126	482	
0	129	110	
0	129	490	
0	130	381	
0	133	46	
0	133	385	
0	134	29	
0	134	124	
0	134	257	
0	134	423	
0	137	97	
0	137	184	
0	141	27	
0	141	103	
0	141	434	
0	142	435	
0	147	45	
0	147	363	
0	147	416	
0	148	213	
0	157	109	
0	157	403	
0	157	424	
0	159	67	
0	159	94	
0	159	316	
0	159	427	
0	161	205	
0	161	296	
0	164	207	
0	164	234	
0	164	237	
0	164	279	
0	164	376	
0	166	69	
0	166	125	
0	166	394	
0	166	456	
0	169	168	
0	169	204	
0	169	378	
0	169	469	
0	170	326	
0	170	468	
0	172	250	
0	172	322	
0	176	14	
0	176	441	
0	179	26	
0	179	117	
0	179	200	
0	179	210	
0	179	345	
0	180	217	
0	180	291	
0	180	460	
0	180	498	
0	181	129	
0	181	425	
0	181	429	
0	183	66	
0	183	139	
0	183	166	
0	183	244	
0	184	131	
0	184	176	
0	184	241	
0	184	458	
0	186	233	
0	186	313	
0	186	401	
0	188	156	
0	188	359	
0	190	99	
0	190	278	
0	194	203	
0	194	265	
0	194	298	
0	196	236	
0	196	489	
1	0	59	
1	0	130	
1	0	143	
1	0	496	
1	2	16	
1	2	199	
1	2	289	
1	3	41	
1	6	119	
1	6	209	
1	6	242	
1	6	330	
1	8	25	
1	8	31	
1	8	76	
1	8	186	
1	8	198	
1	8	212	
1	8	320	
1	8	400	
1	12	240	
1	12	319	
1	12	421	
1	14	120	
1	14	277	
1	14	346	
1	17	254	
1	20	163	
1	21	169	
1	21	221	
1	22	161	
1	22	272	
1	22	282	
1	23	87	
1	28	36	
1	31	1	
1	31	383	
1	31	410	
