846	4458	
6179	6840	
5664	4278	
8112	4936	
93	7978	
1474	7278	
290	6977	
3417	2119	
7596	9710	
6120	4730	
398	7308	
987	2228	
3662	2306	
279	644	
4809	1842	
6351	7984	
8583	2303	
8226	7347	
3193	2409	
3505	8083	
6783	8871	
2078	8499	
9222	5151	
2865	2626	
4110	9156	
9716	6157	
618	6541	
5726	3496	
4817	942	
8125	6532	
9617	6822	
7980	1582	
307	5732	
5620	6404	
2297	5206	
4111	3237	
1092	3279	
5703	3875	
4963	772	
7373	3095	
9925	3188	
38	1666	
7359	9346	
3408	7772	
7466	3536	
6498	8443	
6707	1049	
7457	7344	
742	3019	
6431	2113	
9925	4624	
9533	3967	
6033	1288	
7890	5461	
4556	1364	
3780	9836	
1173	2545	
5298	2940	
978	7982	
9732	6739	
7068	7452	
7610	795	
6372	6434	
3266	4748	
2564	746	
3125	7278	
2736	1324	
6833	9048	
1866	9700	
3409	1482	
9573	8610	
6903	2915	
4866	8015	
4668	6096	
2102	9847	
6655	3554	
7149	2919	
105	1867	
4983	5795	
3058	8676	
9008	6276	
1324	4190	
7502	9533	
8156	7843	
8819	3081	
9529	7576	
2898	35	
2541	6562	
6255	8658	
5960	4689	
3855	8558	
3284	5405	
4623	7315	
1620	5532	
640	1361	
4741	94	
5087	7933	
9846	309	
5331	8936	
6580	9076	
4128	3034	
7102	2674	
7752	6059	
2232	6571	
4081	1086	
5386	9124	
6242	410	
6584	9161	
4007	3334	
7245	2100	
1715	3072	
4032	2748	
8677	6330	
8601	1384	
6948	4721	
9149	9006	
628	7115	
2804	9485	
3098	1421	
4332	8995	
8364	7415	
7015	1580	
6017	5165	
8559	2312	
4088	6610	
7609	6663	
4709	403	
3687	8547	
9526	4205	
7640	8298	
7332	5596	
9882	9463	
612	8817	
6496	4220	
7517	1038	
638	430	
7844	7922	
5249	3821	
9666	6812	
8780	1599	
8888	8173	
8140	9240	
5001	4943	
3661	9911	
7061	2012	
5814	2992	
4119	7132	
1872	3521	
5700	8814	
9860	1732	
1475	2930	
5537	7824	
4556	481	
6877	9580	
5513	6778	
6915	1265	
9193	1770	
651	5019	
8803	135	
6727	3500	
8824	249	
6265	7293	
9009	7670	
2050	914	
9272	8360	
5445	8136	
7938	1116	
3418	5293	
761	3898	
3567	3340	
9752	3452	
6137	7364	
9456	6014	
1768	165	
1528	7184	
8536	918	
7825	5658	
9492	5	
3879	8733	
1397	4860	
3971	3938	
9816	4380	
6781	3697	
6973	7753	
1119	9776	
1099	6658	
9045	6998	
1938	5339	
9729	587	
5320	1369	
5595	8126	
7733	8089	
3237	514	
6090	6781	
9772	6934	
8764	7556	
3658	6640	
751	9877	
1321	9957	
1741	8728	
8290	8279	
9046	8865	
3251	3996	
2769	9881	
2015	3495	
7920	4491	
4656	4245	
3217	2424	
6231	6725	
1537	1896	
724	5925	
6492	1806	
1377	5638	
5727	8966	
7704	9131	
8031	6989	
4598	2435	
6370	7197	
263	5617	
2442	9012	
5312	6964	
9570	8832	
4555	2472	
6049	8793	
9277	328	
6172	107	
6820	8077	
8696	8478	
7052	1912	
8221	9332	
9937	9960	
4486	9950	
5230	921	
1940	4955	
3684	3865	
6114	7854	
3302	7224	
52	2379	
6113	9836	
6617	8687	
2473	6189	
879	5001	
191	6083	
1349	9160	
4974	1355	
9755	3122	
6949	960	
5382	5885	
6687	7500	
961	5438	
8958	282	
1805	4621	
3446	2806	
7624	4321	
7349	7780	
4683	9949	
6736	6762	
1486	134	
4841	4411	
6918	1120	
4669	3665	
7887	964	
9897	5126	
7812	5744	
6765	7183	
3611	7563	
9641	6486	
1726	9123	
4132	370	
2692	6901	
1307	5477	
9294	1592	
9686	1042	
5341	183	
6710	1497	
6208	1929	
9659	8864	
1947	5167	
3266	3599	
4356	953	
6140	8104	
3255	5365	
4825	9890	
90	789	
515	3649	
8250	6300	
1304	2883	
5892	5524	
8383	1225	
3776	9599	
2027	5440	
7463	985	
3261	411	
6357	7446	
7955	9167	
6585	9053	
543	3754	
3210	256	
6707	3009	
3556	1783	
9368	4501	
5296	3672	
142	8321	
3553	8774	
3694	515	
7819	339	
1435	8676	
3614	5154	
3222	6886	
880	558	
3713	8729	
3112	8032	
8187	7290	
9430	4209	
3898	3480	
9793	2589	
2615	3316	
5017	5344	
9331	6756	
2954	4512	
5288	2148	
8722	8726	
2410	1563	
6793	6858	
8796	7573	
1151	7978	
847	8306	
3060	2134	
5076	4442	
1761	1355	
6643	8491	
2452	683	
692	4353	
4184	5861	
7803	3408	
6211	9927	
3665	2401	
6329	5292	
1917	2231	
3693	3571	
2193	2012	
1560	3838	
5745	9837	
9490	5427	
6510	9311	
4749	4979	
1424	2749	
610	7204	
3779	431	
6387	8318	
1576	9944	
3935	62	
1053	8460	
3204	3626	
5591	764	
4542	9634	
6938	1696	
8526	1039	
2971	3104	
2838	6027	
6349	2414	
4320	1036	
4775	1683	
6382	7662	
151	7029	
925	4828	
6448	5073	
8627	8635	
1919	1099	
6599	6659	
4460	7888	
8463	5963	
6011	7492	
2356	432	
5761	2268	
6067	1602	
8948	1738	
2125	4491	
6476	6417	
7949	508	
3222	4900	
8617	6165	
7159	5007	
6226	1169	
3420	4097	
7942	3036	
9952	7029	
6917	4770	
5256	3804	
5040	4534	
4856	1192	
1725	123	
2504	5927	
8583	2994	
1009	3034	
755	817	
5698	8465	
2445	9660	
6879	4677	
1297	5923	
8168	8466	
1109	8088	
4680	895	
819	299	
9156	220	
9317	8660	
6675	6886	
2473	3788	
2237	6825	
9828	7848	
5708	915	
6819	2658	
6207	9889	
4156	6262	
1294	5176	
1187	6327	
6807	1538	
3752	3132	
3271	2372	
4798	1994	
2820	4488	
9095	6718	
3479	5515	
7162	7111	
4167	9684	
9815	4318	
1744	1712	
4113	5620	
2915	6343	
8538	4102	
295	6540	
6653	255	
5741	7334	
2692	3834	
9921	5334	
665	8963	
5388	4868	
1274	3353	
1926	3706	
4981	6561	
9545	5437	
6339	9114	
8033	4692	
4866	9209	
5952	134	
4475	5681	
1566	1220	
514	9872	
9261	2608	
2491	1497	
2346	8025	
729	5113	
5184	5444	
5137	9928	
2678	4297	
6910	1535	
3657	9687	
3038	8976	
6356	5428	
282	1414	
5083	8372	
2851	7098	
4488	8437	
1831	3855	
348	534	
4450	6234	
9751	3522	
1137	5714	
8995	4589	
5042	4160	
4875	3737	
5240	9571	
6089	4709	
4475	2083	
9260	9907	
6204	5007	
4424	213	
5701	9013	
3224	4627	
9055	4638	
4110	6539	
541	1060	
3547	9237	
5190	8960	
266	6386	
672	6164	
6119	4753	
1352	8450	
3486	877	
4382	1271	
8237	231	
8588	9896	
7675	6091	
5863	3303	
2834	4769	
8703	2642	
3543	2595	
9649	3400	
7499	8918	
7499	6392	
3434	6967	
6943	169	
48	1731	
6145	4288	
4843	5682	
4411	2897	
6700	3026	
8160	6997	
5127	3852	
8812	1571	
922	8052	
6650	2815	
3339	5426	
2400	3996	
2505	3688	
6357	6431	
5156	8400	
531	9809	
2233	8532	
1304	7457	
7398	9353	
6854	8452	
1212	7560	
3241	8841	
8353	4970	
7704	9102	
3253	8880	
9413	2616	
5197	6940	
3584	2163	
9867	992	
3304	7703	
1823	1953	
1584	1795	
2598	4439	
3344	9912	
5873	1844	
5986	1700	
4817	5630	
4221	7242	
7613	3083	
5200	3627	
8550	9512	
1828	3267	
6466	1286	
2467	9378	
9188	4466	
3607	5493	
