42249	23925	
119065	14853	
115171	16895	
194195	8889	
42003	1681	
155780	18569	
31984	28393	
58435	7576	
155491	22365	
70524	21066	
166927	12036	
187428	13207	
105884	11138	
23254	10475	
40927	8257	
73167	2794	
116263	3290	
27779	22225	
29479	4467	
4186	21560	
27771	12499	
86282	15603	
156889	12097	
183953	17272	
139669	20235	
105616	9898	
34448	24066	
119551	15252	
7550	18097	
86865	258	
108627	21487	
135973	15785	
195338	2970	
114469	17655	
183762	29588	
140991	101	
52949	3818	
82942	27113	
26917	782	
81604	9767	
36101	18774	
77350	7624	
44946	5757	
171172	14915	
64397	6952	
173187	18071	
198662	14851	
18249	11979	
92005	24602	
51541	8028	
168344	17300	
12952	23238	
152149	11241	
79924	21726	
81354	2996	
194927	6923	
190505	24787	
151956	8357	
93641	22747	
176294	10166	
138235	11353	
81922	24814	
91754	27731	
6416	26978	
174189	27373	
96165	7284	
18605	18248	
158009	16014	
59182	13189	
129600	26487	
164220	10087	
70311	7816	
158322	7285	
29932	17352	
102762	27103	
30490	6675	
21756	4904	
129056	8266	
181557	15554	
155149	18692	
197974	7624	
44139	1363	
151557	1412	
64757	5505	
191509	12401	
8885	18552	
1197	12538	
54654	28161	
30615	19921	
32835	21828	
199335	6220	
133075	28110	
110086	13162	
127602	25569	
168538	6308	
123733	26501	
169299	2142	
96057	24844	
42005	17196	
176544	23059	
55357	4834	
17065	19317	
185874	1299	
113099	19962	
8842	5067	
177070	16044	
81462	10152	
141094	10234	
120523	19219	
30732	17285	
50445	16605	
119739	12375	
92761	25908	
181412	19092	
139856	1877	
190863	26649	
2652	12923	
172334	11041	
188192	24853	
75935	24151	
57792	27974	
172735	22565	
63945	24038	
162470	5338	
162047	24822	
8066	3803	
24130	23585	
142803	19424	
69468	25293	
74880	26559	
54058	4289	
58133	4470	
92260	14353	
32538	24145	
6794	22356	
74769	22380	
54572	15415	
38411	19523	
28758	4506	
133927	29397	
165591	28600	
2600	24390	
301	26372	
103026	26163	
12815	14894	
21473	12001	
116055	6581	
177670	23119	
117513	26263	
96383	14170	
174404	6164	
36786	20046	
183043	24273	
193830	1369	
193232	7528	
99710	20492	
100551	16172	
106322	27644	
76803	7018	
141355	15509	
178727	4283	
106715	5389	
191627	17206	
158455	22550	
138048	9426	
130739	14941	
43586	2057	
121112	4944	
28089	6504	
84836	10221	
44716	25652	
75070	23749	
3011	20198	
147284	16351	
61303	55	
137171	313	
99352	18391	
48258	9033	
137658	21622	
9787	13729	
196157	15029	
143816	13297	
39992	8167	
13270	11495	
9666	20402	
137176	16913	
194844	25746	
181627	19171	
4670	22188	
11713	13876	
119804	10719	
152445	28211	
98517	26054	
85354	2615	
9177	7947	
64039	7523	
188404	2501	
102675	23400	
14234	26066	
59841	20725	
36817	4576	
24344	18314	
134870	3542	
112778	8810	
173485	4367	
14063	26591	
70792	2598	
150525	3959	
192403	28541	
155174	26220	
60378	11255	
114830	20193	
34328	10758	
162024	12872	
92061	5022	
65004	6768	
17818	9193	
129655	8684	
74124	27620	
23806	5903	
89603	25078	
31024	21603	
139791	29360	
62184	10953	
153734	28000	
166988	26683	
179571	24592	
65285	28926	
153246	17787	
135451	19331	
8692	17600	
21612	8987	
55699	8974	
158856	20122	
199668	15728	
82860	24277	
116662	21394	
3609	7830	
130627	10625	
46417	18606	
164961	10482	
130478	17338	
150807	4168	
64671	24094	
89081	8249	
183615	6861	
76051	29370	
126163	17099	
169070	17110	
63328	16250	
117185	10542	
166759	18784	
139191	7290	
119551	28586	
67801	26381	
47565	15129	
100377	12535	
181921	16619	
378	13029	
100400	27093	
25054	26579	
39210	12076	
146734	6193	
26424	20979	
94560	3635	
160980	24718	
113064	26818	
148484	18709	
31869	19840	
127284	3060	
106502	25417	
81775	23471	
44385	11428	
64506	1827	
35408	21609	
13005	12888	
79105	27293	
150767	12802	
47353	8441	
83757	18871	
92	12009	
69622	19563	
146779	18928	
78550	11382	
125690	19080	
101325	4839	
135741	23367	
117899	18195	
75182	23533	
88267	19046	
69198	16890	
119305	15561	
140118	18909	
14177	2724	
157672	27382	
122822	21227	
148951	1117	
121691	9556	
68239	19788	
45489	9593	
107875	18743	
19102	4601	
176178	14780	
171382	11737	
135540	10805	
46057	14567	
120422	20075	
87481	5871	
19472	20596	
139414	28646	
91824	23789	
192215	17540	
169029	866	
75095	2751	
128953	11930	
159146	23794	
67755	16048	
174715	16332	
89305	18316	
10819	1733	
114279	17	
125480	13419	
48142	12991	
38576	10731	
106916	7864	
154016	13708	
194499	16128	
147061	13269	
160281	29565	
119870	1614	
16268	4558	
82260	27155	
125447	26024	
36855	7717	
85094	7852	
175623	29483	
18618	19268	
93212	3863	
31737	13020	
169090	1187	
61893	2733	
25428	5929	
186391	23684	
93492	4354	
156424	18546	
82852	710	
3452	8285	
117572	22722	
75691	11235	
125416	5816	
118989	24014	
108245	3136	
124514	29827	
107992	4524	
80987	4853	
112580	26906	
23656	16710	
154694	5538	
57311	13726	
69542	21823	
141190	13156	
128156	10379	
186365	17481	
75917	11650	
28939	29684	
34145	18793	
156547	23384	
128322	4711	
97746	5249	
24242	11153	
194856	1725	
58825	2676	
89537	21784	
152522	203	
163279	80	
57121	6689	
69766	10056	
121084	3904	
134083	6791	
1731	13416	
34906	8128	
122933	11051	
145659	20012	
190560	19141	
162175	17843	
138813	15881	
99477	21722	
44710	16022	
115779	20567	
141428	1880	
149275	27520	
12153	12235	
142909	12641	
73367	8923	
164483	17147	
10363	2646	
19725	22618	
152378	5363	
103592	21775	
33606	14444	
38749	29453	
130252	27175	
16596	17071	
133486	4115	
131812	8230	
20120	23325	
112440	9312	
142145	9297	
104479	12899	
131712	12190	
146351	3930	
1032	11570	
91095	3638	
108098	22053	
78912	21878	
145349	9330	
113440	16065	
59445	3120	
98651	16752	
169525	18159	
178965	19817	
170314	18109	
56344	6118	
20173	29880	
24351	14915	
51468	5070	
159165	2998	
114303	11792	
120557	11994	
34	7877	
130103	25188	
119220	11930	
77819	17686	
122506	8088	
188637	3985	
152272	26126	
115469	9349	
194973	2061	
69361	15348	
95346	22819	
155698	19397	
28048	24142	
101408	6981	
83443	10738	
93763	3879	
182318	9254	
193535	8652	
45156	16905	
96674	23662	
123552	15570	
17678	29606	
87570	24853	
74814	1725	
80743	7265	
95990	12688	
188739	24134	
59403	7148	
13470	8884	
101836	17545	
61112	9326	
192588	2244	
186490	17902	
19085	16804	
124267	4626	
150155	8125	
12299	8868	
43746	7747	
21712	11303	
57692	2646	
24506	14909	
177563	25020	
87701	18613	
170144	16269	
157963	12706	
144693	1704	
107235	26055	
55933	26258	
85978	815	
162390	22974	
165340	2249	
168360	6984	
155999	16992	
175245	8220	
72989	8728	
181085	3092	
69676	15028	
89684	27406	
158331	23253	
164194	3707	
20331	10125	
87184	27620	
105031	29618	
92490	9912	
177698	22653	
59213	15600	
127052	25106	
173166	6915	
181872	1259	
70340	8501	
27725	11997	
57139	4778	
188367	9819	
99990	1337	
121737	18281	
34312	26075	
103378	9993	
3471	26339	
83513	8881	
4902	10599	
129510	10718	
25638	26717	
3662	24578	
16272	28737	
15506	26152	
106681	28770	
50165	8632	
163794	8157	
38712	25606	
118867	17168	
66708	165	
148100	13873	
5268	22153	
135400	15719	
55564	2202	
114950	4822	
171833	16789	
173077	20952	
192887	28988	
135171	26311	
75289	12637	
24994	1143	
91432	11856	
177904	21392	
4539	22841	
39681	12297	
142512	5726	
17227	27680	
117956	4755	
159054	18406	
127892	26945	
2014	4951	
46321	18853	
114510	11175	
189018	16388	
109115	27112	
146456	20332	
108466	4664	
143163	21094	
118335	20247	
124652	25832	
188307	19863	
37167	29175	
64593	15996	
86840	22153	
54261	23075	
173734	19144	
73377	22158	
27616	3347	
152838	20173	
125515	10366	
134891	26569	
76581	22138	
21533	2601	
26689	11792	
84275	13288	
155423	23078	
111229	6030	
19495	23908	
51401	9514	
119362	15360	
122641	9585	
199446	6213	
116996	22176	
83932	24578	
195055	22638	
10143	24223	
196936	12189	
117970	27723	
17175	14687	
175951	9041	
50690	26228	
72040	6520	
174835	11313	
119468	13577	
36776	12573	
22136	10380	
110486	118	
186422	10603	
167867	49	
49079	23720	
130303	28590	
24041	17098	
11974	22393	
175157	16754	
87253	25308	
170423	27805	
80990	14434	
186715	16802	
1385	25078	
50321	6971	
48225	9162	
185132	24496	
80185	20693	
110556	6510	
40505	16644	
96838	10391	
101033	14400	
182525	24948	
100696	17840	
15648	1813	
12169	11109	
14608	26024	
25787	17139	
40139	21096	
199828	25024	
72746	18653	
33705	11637	
196275	20449	
168236	6785	
73500	371	
91379	6173	
124893	28532	
154401	7962	
41584	22527	
113843	14759	
185768	23878	
8297	17246	
149291	17959	
24398	19950	
124366	17885	
16934	17011	
117195	16931	
138996	11153	
184865	14915	
26405	9328	
124041	5213	
149340	5345	
95824	18259	
186779	2399	
67990	21985	
23691	5361	
6113	20202	
103656	17772	
176671	14061	
74187	7173	
80822	18775	
17877	947	
30026	13938	
37749	22707	
31882	4058	
33111	21157	
93175	1504	
155882	3524	
18483	7672	
119435	19331	
134977	6237	
82515	12835	
155743	22869	
45946	3601	
117245	1087	
20902	540	
13401	26440	
185236	25940	
114232	25868	
66722	23774	
3458	23258	
169718	5732	
137531	17393	
177167	26409	
184538	24166	
116390	22570	
118024	1528	
32000	848	
70582	28922	
91667	28258	
96923	1439	
49554	23432	
156553	11365	
47447	13402	
139307	3447	
97324	18247	
105949	28502	
34358	29825	
60008	28146	
56703	22485	
49177	22995	
33439	24072	
81596	17604	
195973	26685	
94074	10239	
189223	4036	
198604	27347	
145348	20412	
29531	4721	
94866	21305	
198518	9847	
48842	23281	
96879	28435	
106188	18608	
73362	11338	
156143	6635	
181443	13569	
109353	7489	
100595	15191	
173144	4302	
194879	27670	
14187	23097	
162213	26030	
